level,word,quiz_sentence
4,extinction,The <blank> of the species had been predicted.
4,extinction,She had written about the <blank> of the dinosaurs.
4,extinction,His <blank> had been the family name.
4,extinction,The <blank> had been caused by habitat loss.
4,extinction,She had campaigned to prevent <blank>.
4,extinction,The <blank> had been gradual but certain.
4,extinction,His <blank> had been the end of the line.
4,extinction,The <blank> had been documented.
4,extinction,She had studied the causes of <blank>.
4,extinction,The <blank> had been averted at the last moment.
4,extraneous,The <blank> detail had been cut from the report.
4,extraneous,She had removed all <blank> material.
4,extraneous,His <blank> remarks had been ignored.
4,extraneous,The <blank> noise had made concentration difficult.
4,extraneous,She had found the information <blank>.
4,extraneous,The <blank> matter had been set aside.
4,extraneous,His <blank> comment had confused the issue.
4,extraneous,The <blank> factor had been considered.
4,extraneous,She had dismissed the point as <blank>.
4,extraneous,The <blank> element had been eliminated.
4,extraordinary,The <blank> meeting had been called at short notice.
4,extraordinary,She had shown <blank> courage.
4,extraordinary,His <blank> talent had been recognised early.
4,extraordinary,The <blank> circumstances had been taken into account.
4,extraordinary,She had led an <blank> life.
4,extraordinary,The <blank> result had surprised everyone.
4,extraordinary,His <blank> claim had been investigated.
4,extraordinary,The <blank> effort had been noted.
4,extraordinary,She had found the coincidence <blank>.
4,extraordinary,The <blank> session had lasted all night.
4,exuberance,The <blank> of the crowd had been infectious.
4,exuberance,She had been carried away by her <blank>.
4,exuberance,His <blank> had known no bounds.
4,exuberance,The <blank> had been natural in one so young.
4,exuberance,She had tempered her <blank> with caution.
4,exuberance,The <blank> of the performance had been noted.
4,exuberance,His <blank> had sometimes got him into trouble.
4,exuberance,The <blank> had been refreshing.
4,exuberance,She had welcomed the <blank> of the new recruits.
4,exuberance,The <blank> had been short-lived.
4,fallacious,The <blank> argument had been demolished.
4,fallacious,She had spotted the <blank> reasoning at once.
4,fallacious,His <blank> claim had been disproved.
4,fallacious,The <blank> premise had undermined the whole case.
4,fallacious,She had warned against <blank> conclusions.
4,fallacious,The <blank> logic had been exposed.
4,fallacious,His <blank> assumption had been costly.
4,fallacious,The <blank> comparison had been misleading.
4,fallacious,She had found the statement <blank>.
4,fallacious,The <blank> nature of the belief had been shown.
4,fanaticism,The <blank> of the group had alarmed the authorities.
4,fanaticism,She had been shocked by his <blank>.
4,fanaticism,His <blank> had known no compromise.
4,fanaticism,The <blank> had been religious in origin.
4,fanaticism,She had condemned the <blank> of both sides.
4,fanaticism,The <blank> had blinded him to reason.
4,fanaticism,His <blank> had been the subject of the book.
4,fanaticism,The <blank> had been fuelled by propaganda.
4,fanaticism,She had seen <blank> destroy families.
4,fanaticism,The <blank> had been tempered by experience.
4,fastidious,She had always been <blank> about her appearance.
4,fastidious,The <blank> editor had changed every comma.
4,fastidious,His <blank> taste had been expensive to satisfy.
4,fastidious,The <blank> host had checked every place setting.
4,fastidious,She had been <blank> in her research.
4,fastidious,The <blank> attention to detail had been noted.
4,fastidious,His <blank> nature had made him hard to please.
4,fastidious,The <blank> standards had been met.
4,fastidious,She had found his <blank> habits trying.
4,fastidious,The <blank> care had been evident.
4,femininity,She had embraced her <blank> without apology.
4,femininity,The <blank> of the role had been debated.
4,femininity,His <blank> had been a performance.
4,femininity,The <blank> of the design had been subtle.
4,femininity,She had written about the construction of <blank>.
4,femininity,The <blank> had been celebrated in the poem.
4,femininity,His view of <blank> had been old-fashioned.
4,femininity,The <blank> of the fabric had been noted.
4,femininity,She had rejected the traditional <blank>.
4,femininity,The <blank> had been portrayed with care.
4,ferocity,The <blank> of the attack had shocked everyone.
4,ferocity,She had been surprised by the <blank> of his response.
4,ferocity,His <blank> had been legendary on the pitch.
4,ferocity,The <blank> of the storm had been unprecedented.
4,ferocity,She had admired the <blank> of the defence.
4,ferocity,The <blank> had been directed at the referee.
4,ferocity,His <blank> had been unleashed in the final minutes.
4,ferocity,The <blank> of the debate had been noted.
4,ferocity,She had never seen such <blank>.
4,ferocity,The <blank> had been animal.
4,figurative,She had used the term in a <blank> sense.
4,figurative,The <blank> language had enriched the poem.
4,figurative,His <blank> meaning had been lost on the audience.
4,figurative,The <blank> use had been deliberate.
4,figurative,She had explained the <blank> expression.
4,figurative,The <blank> sense had been the intended one.
4,figurative,His <blank> style had been ornate.
4,figurative,The <blank> interpretation had been accepted.
4,figurative,She had preferred <blank> to literal description.
4,figurative,The <blank> art had dominated the period.
4,flamboyant,The <blank> dress had drawn every eye.
4,flamboyant,She had been known for her <blank> style.
4,flamboyant,His <blank> gesture had been typical.
4,flamboyant,The <blank> display had been criticised by some.
4,flamboyant,She had toned down her <blank> manner.
4,flamboyant,The <blank> personality had filled the stage.
4,flamboyant,His <blank> lifestyle had been the talk of the town.
4,flamboyant,The <blank> architecture had divided opinion.
4,flamboyant,She had found his <blank> taste vulgar.
4,flamboyant,The <blank> entrance had been memorable.
4,flatulence,The <blank> had been an embarrassing side effect.
4,flatulence,She had suffered from <blank> after the meal.
4,flatulence,His <blank> had been the subject of jokes.
4,flatulence,The <blank> had been caused by the medication.
4,flatulence,She had tried to ignore the <blank>.
4,flatulence,The <blank> had been chronic.
4,flatulence,His <blank> had been hard to conceal.
4,flatulence,The <blank> had been mentioned in the leaflet.
4,flatulence,She had been embarrassed by the <blank>.
4,flatulence,The <blank> had been a common complaint.
4,formidable,She had been a <blank> opponent.
4,formidable,The <blank> task had daunted many.
4,formidable,His <blank> reputation had preceded him.
4,formidable,The <blank> obstacle had been overcome at last.
4,formidable,She had faced the <blank> challenge with courage.
4,formidable,The <blank> array of evidence had been overwhelming.
4,formidable,His <blank> intellect had been widely recognised.
4,formidable,The <blank> defences had held.
4,formidable,She had been a <blank> presence in the debate.
4,formidable,The <blank> list of qualifications had impressed them.
4,forthright,She had given a <blank> answer.
4,forthright,The <blank> criticism had been welcomed.
4,forthright,His <blank> manner had sometimes offended.
4,forthright,The <blank> statement had left no room for doubt.
4,forthright,She had been <blank> in her refusal.
4,forthright,The <blank> approach had been refreshing.
4,forthright,His <blank> opinion had been well known.
4,forthright,The <blank> reply had been printed in full.
4,forthright,She had appreciated his <blank> honesty.
4,forthright,The <blank> style had been characteristic.
4,fortuitous,The <blank> meeting had changed everything.
4,fortuitous,She had put the success down to <blank> timing.
4,fortuitous,His <blank> discovery had made him famous.
4,fortuitous,The <blank> coincidence had been remarked upon.
4,fortuitous,She had been the beneficiary of a <blank> encounter.
4,fortuitous,The <blank> outcome had been unexpected.
4,fortuitous,His <blank> escape had been the talk of the camp.
4,fortuitous,The <blank> arrival of the bus had saved her.
4,fortuitous,She had found the <blank> turn of events encouraging.
4,fortuitous,The <blank> nature of the find had been disputed.
4,fraudulent,The <blank> claim had been rejected.
4,fraudulent,She had been accused of <blank> conduct.
4,fraudulent,His <blank> scheme had been uncovered.
4,fraudulent,The <blank> document had been forged.
4,fraudulent,She had reported the <blank> activity to the police.
4,fraudulent,The <blank> transaction had been reversed.
4,fraudulent,His <blank> behaviour had been prosecuted.
4,fraudulent,The <blank> nature of the claim had been proved.
4,fraudulent,She had been the victim of a <blank> investment.
4,fraudulent,The <blank> excuse had been seen through.
4,frugality,Her <blank> had been born of necessity.
4,frugality,The <blank> of the household had been legendary.
4,frugality,His <blank> had left him a wealthy man.
4,frugality,The <blank> had been practised for generations.
4,frugality,She had preached <blank> to her children.
4,frugality,The <blank> had been extreme.
4,frugality,His <blank> had been mistaken for meanness.
4,frugality,The <blank> of the meal had been noted.
4,frugality,She had admired his <blank>.
4,frugality,The <blank> had been a virtue in hard times.
4,gargantuan,The <blank> statue had dominated the square.
4,gargantuan,She had been faced with a <blank> task.
4,gargantuan,His <blank> appetite had been the stuff of legend.
4,gargantuan,The <blank> proportions had been overwhelming.
4,gargantuan,She had ordered a <blank> portion.
4,gargantuan,The <blank> effort had been required.
4,gargantuan,His <blank> ego had been notorious.
4,gargantuan,The <blank> mistake had cost millions.
4,gargantuan,She had been shocked by the <blank> scale.
4,gargantuan,The <blank> beast had been slain at last.
4,genealogy,She had traced the <blank> of the family.
4,genealogy,The <blank> had been documented in the book.
4,genealogy,His interest in <blank> had begun in retirement.
4,genealogy,The <blank> had revealed a noble connection.
4,genealogy,She had studied <blank> at the archive.
4,genealogy,The <blank> had been disputed by scholars.
4,genealogy,His <blank> had been impeccable.
4,genealogy,The <blank> of the manuscript had been established.
4,genealogy,She had built a <blank> tree online.
4,genealogy,The <blank> had been the work of years.
4,gentility,She had been born to <blank>.
4,gentility,The <blank> of his manners had been noted.
4,gentility,His <blank> had been acquired
4,gentility,The <blank> of the neighbourhood had attracted her.
4,gentility,She had pretended to <blank>.
4,gentility,The <blank> had been superficial.
4,gentility,His <blank> had been genuine.
4,gentility,The <blank> of the occasion had been preserved.
4,gentility,She had valued <blank> above wealth.
4,gentility,The <blank> had been reflected in the decor.
4,gluttonous,The <blank> feast had lasted for hours.
4,gluttonous,She had been accused of <blank> behaviour.
4,gluttonous,His <blank> appetite had been notorious.
4,gluttonous,The <blank> consumption had shocked the guests.
4,gluttonous,She had found his <blank> habits off-putting.
4,gluttonous,The <blank> indulgence had been criticised.
4,gluttonous,His <blank> nature had been his downfall.
4,gluttonous,The <blank> display had been excessive.
4,gluttonous,She had resisted the <blank> temptation.
4,gluttonous,The <blank> king had left the table groaning.
4,gratifying,The <blank> result had made the effort worthwhile.
4,gratifying,She had found the praise <blank>.
4,gratifying,His <blank> success had been long overdue.
4,gratifying,The <blank> response had exceeded expectations.
4,gratifying,She had had a <blank> meeting with the board.
4,gratifying,The <blank> outcome had been celebrated.
4,gratifying,His <blank> smile had said it all.
4,gratifying,The <blank> progress had been noted.
4,gratifying,She had described the experience as <blank>.
4,gratifying,The <blank> moment had been brief but sweet.
4,gratuitous,The <blank> violence had been cut from the film.
4,gratuitous,She had found the remark <blank> and cruel.
4,gratuitous,His <blank> insult had been uncalled for.
4,gratuitous,The <blank> cruelty had been condemned.
4,gratuitous,She had objected to the <blank> scene.
4,gratuitous,The <blank> addition had been removed.
4,gratuitous,His <blank> advice had been welcome nonetheless.
4,gratuitous,The <blank> nature of the attack had been noted.
4,gratuitous,She had been offended by the <blank> comment.
4,gratuitous,The <blank> offer had been accepted with thanks.
4,gregarious,She had always been a <blank> child.
4,gregarious,The <blank> host had made everyone welcome.
4,gregarious,His <blank> nature had made him popular.
4,gregarious,The <blank> species had lived in large herds.
4,gregarious,She had found his <blank> manner exhausting.
4,gregarious,The <blank> atmosphere had been warm.
4,gregarious,His <blank> habits had been well known.
4,gregarious,The <blank> gathering had been a success.
4,gregarious,She had been drawn to his <blank> charm.
4,gregarious,The <blank> instinct had been strong.
4,harmonious,The <blank> relationship had been the envy of many.
4,harmonious,She had worked for a <blank> outcome.
4,harmonious,His <blank> family had welcomed her.
4,harmonious,The <blank> blend had been achieved at last.
4,harmonious,She had sought a <blank> solution.
4,harmonious,The <blank> design had pleased the eye.
4,harmonious,His <blank> voice had blended well.
4,harmonious,The <blank> colours had been carefully chosen.
4,harmonious,She had created a <blank> atmosphere.
4,harmonious,The <blank> result had been satisfying.
4,haughtiness,The <blank> of her manner had put people off.
4,haughtiness,She had been accused of <blank>.
4,haughtiness,His <blank> had been legendary.
4,haughtiness,The <blank> had been a mask for insecurity.
4,haughtiness,She had detected <blank> in his tone.
4,haughtiness,The <blank> had been inherited.
4,haughtiness,His <blank> had cost him the contract.
4,haughtiness,The <blank> had been unmistakable.
4,haughtiness,She had been put off by his <blank>.
4,haughtiness,The <blank> had been the family trait.
4,hierarchical,The <blank> structure had been rigid.
4,hierarchical,She had opposed the <blank> system.
4,hierarchical,His <blank> view of the world had been clear.
4,hierarchical,The <blank> organisation had been criticised.
4,hierarchical,She had found the <blank> culture stifling.
4,hierarchical,The <blank> nature of the society had been documented.
4,hierarchical,His <blank> beliefs had been deeply held.
4,hierarchical,The <blank> order had been respected.
4,hierarchical,She had risen through the <blank> ranks.
4,hierarchical,The <blank> ladder had been steep.
4,homogeneous,The <blank> mixture had been stirred thoroughly.
4,homogeneous,She had found the group too <blank>.
4,homogeneous,His <blank> society had been a myth.
4,homogeneous,The <blank> population had been assumed.
4,homogeneous,She had criticised the <blank> composition.
4,homogeneous,The <blank> sample had been representative.
4,homogeneous,His <blank> approach had been criticised.
4,homogeneous,The <blank> nature of the mix had been noted.
4,homogeneous,She had sought a more <blank> result.
4,homogeneous,The <blank> blend had been achieved.
4,horrendous,The <blank> accident had been on the news.
4,horrendous,She had had a <blank> day at the office.
4,horrendous,His <blank> behaviour had been reported.
4,horrendous,The <blank> conditions had been documented.
4,horrendous,She had described the experience as <blank>.
4,horrendous,The <blank> noise had kept them awake.
4,horrendous,His <blank> mistake had cost lives.
4,horrendous,The <blank> sight had made her turn away.
4,horrendous,She had been through <blank> times.
4,horrendous,The <blank> crime had shocked the nation.
4,hospitable,The <blank> welcome had made her feel at home.
4,hospitable,She had been a <blank> host.
4,hospitable,His <blank> nature had been well known.
4,hospitable,The <blank> climate had favoured settlement.
4,hospitable,She had found the people <blank>.
4,hospitable,The <blank> reception had been warm.
4,hospitable,His <blank> gesture had been appreciated.
4,hospitable,The <blank> environment had supported growth.
4,hospitable,She had been <blank> to a fault.
4,hospitable,The <blank> atmosphere had been noted.
4,hostility,The <blank> between the two sides had been open.
4,hostility,She had been met with <blank>.
4,hostility,His <blank> had been barely concealed.
4,hostility,The <blank> had been mutual.
4,hostility,She had tried to overcome the <blank>.
4,hostility,The <blank> of the crowd had been palpable.
4,hostility,His <blank> had been directed at the press.
4,hostility,The <blank> had been longstanding.
4,hostility,She had felt the <blank> in the room.
4,hostility,The <blank> had erupted into violence.
4,hypocritical,She had found his <blank> stance hard to bear.
4,hypocritical,The <blank> sermon had been noted.
4,hypocritical,His <blank> behaviour had been exposed.
4,hypocritical,The <blank> nature of the criticism had been obvious.
4,hypocritical,She had been accused of being <blank>.
4,hypocritical,The <blank> politician had been ridiculed.
4,hypocritical,His <blank> attitude had lost him support.
4,hypocritical,The <blank> tone had been unmistakable.
4,hypocritical,She had condemned the <blank> double standard.
4,hypocritical,The <blank> position had been untenable.
4,hypothetical,She had posed a <blank> question.
4,hypothetical,The <blank> scenario had been discussed.
4,hypothetical,His <blank> example had clarified the point.
4,hypothetical,The <blank> case had been instructive.
4,hypothetical,She had refused to deal in <blank>s.
4,hypothetical,The <blank> situation had been unlikely.
4,hypothetical,His <blank> argument had been persuasive.
4,hypothetical,The <blank> nature of the threat had been noted.
4,hypothetical,She had considered the <blank> outcome.
4,hypothetical,The <blank> had been purely academic.
4,hysterical,The <blank> laughter had filled the room.
4,hysterical,She had grown <blank> when she heard the news.
4,hysterical,His <blank> reaction had been disproportionate.
4,hysterical,The <blank> crowd had been dispersed.
4,hysterical,She had been accused of <blank> behaviour.
4,hysterical,The <blank> tone had been unhelpful.
4,hysterical,His <blank> outburst had been recorded.
4,hysterical,The <blank> response had been understandable.
4,hysterical,She had calmed the <blank> patient.
4,hysterical,The <blank> atmosphere had been hard to bear.
4,idiosyncrasy,The <blank> had been tolerated by his friends.
4,idiosyncrasy,She had a number of harmless <blank>s.
4,idiosyncrasy,His <blank> had been the early morning swim.
4,idiosyncrasy,The <blank> had been noted in the report.
4,idiosyncrasy,She had found his <blank> endearing.
4,idiosyncrasy,The <blank> had been characteristic.
4,idiosyncrasy,His <blank> had made him memorable.
4,idiosyncrasy,The <blank> of the dialect had been studied.
4,idiosyncrasy,She had written about the <blank> of the author.
4,idiosyncrasy,The <blank> had been accepted with a smile.
4,ignominious,The <blank> defeat had ended his career.
4,ignominious,She had suffered an <blank> retreat.
4,ignominious,His <blank> exit had been witnessed by all.
4,ignominious,The <blank> surrender had been forced upon them.
4,ignominious,She had been subjected to <blank> treatment.
4,ignominious,The <blank> failure had been hard to bear.
4,ignominious,His <blank> end had been predicted.
4,ignominious,The <blank> collapse had been swift.
4,ignominious,She had avoided an <blank> outcome.
4,ignominious,The <blank> scene had been reported in the press.
4,illuminate,The lamp had <blank> the path.
4,illuminate,She had tried to <blank> the problem.
4,illuminate,His lecture had <blank> the subject.
4,illuminate,The discovery had <blank> the mystery.
4,illuminate,She had been asked to <blank> the manuscript.
4,illuminate,The candles had <blank> the altar.
4,illuminate,His example had <blank> the principle.
4,illuminate,The report had <blank> the scale of the problem.
4,illuminate,She had <blank> the text with notes.
4,illuminate,The flash had <blank> the room.
4,illustrious,She had come from an <blank> family.
4,illustrious,The <blank> career had been cut short.
4,illustrious,His <blank> name had opened many doors.
4,illustrious,The <blank> guest had been welcomed with honour.
4,illustrious,She had joined an <blank> list of alumni.
4,illustrious,The <blank> history of the school had been recounted.
4,illustrious,His <blank> predecessor had set a high standard.
4,illustrious,The <blank> past had been a burden too.
4,illustrious,She had met many <blank> figures.
4,illustrious,The <blank> tradition had been maintained.
4,imbalance,The <blank> of power had been obvious.
4,imbalance,She had written about the <blank> in the economy.
4,imbalance,His <blank> had been chemical.
4,imbalance,The <blank> had been corrected at last.
4,imbalance,She had tried to redress the <blank>.
4,imbalance,The <blank> had been in their favour.
4,imbalance,His <blank> had been the subject of the report.
4,imbalance,The <blank> had been growing for years.
4,imbalance,She had noted the <blank> in the diet.
4,imbalance,The <blank> had been structural.
4,immaculate,The <blank> room had impressed every visitor.
4,immaculate,She had kept her record <blank>.
4,immaculate,His <blank> appearance had been noted.
4,immaculate,The <blank> timing had been perfect.
4,immaculate,She had maintained an <blank> reputation.
4,immaculate,The <blank> condition of the manuscript had surprised them.
4,immaculate,His <blank> conduct had been exemplary.
4,immaculate,The <blank> lawn had been his pride.
4,immaculate,She had left the flat <blank>.
4,immaculate,The <blank> logic had been unassailable.
4,imminent,The <blank> arrival had been announced.
4,imminent,She had sensed the <blank> danger.
4,imminent,His <blank> departure had been no secret.
4,imminent,The <blank> threat had been taken seriously.
4,imminent,She had warned of <blank> collapse.
4,imminent,The <blank> storm had forced them indoors.
4,imminent,His <blank> retirement had been discussed.
4,imminent,The <blank> deadline had focused minds.
4,imminent,She had felt that change was <blank>.
4,imminent,The <blank> victory had been celebrated early.
4,immutable,She had believed in <blank> laws of nature.
4,immutable,The <blank> truth had been passed down.
4,immutable,His <blank> expression had given nothing away.
4,immutable,The <blank> rules had been broken only once.
4,immutable,She had thought his decision <blank>.
4,immutable,The <blank> character of the law had been asserted.
4,immutable,His <blank> stance had frustrated negotiators.
4,immutable,The <blank> nature of the principle had been debated.
4,immutable,She had sought something <blank> in a changing world.
4,immutable,The <blank> record had been preserved.
4,impartial,She had tried to be <blank> in the dispute.
4,impartial,The <blank> judge had been widely respected.
4,impartial,His <blank> account had been trusted.
4,impartial,The <blank> inquiry had been demanded.
4,impartial,She had been chosen for her <blank> reputation.
4,impartial,The <blank> observer had noted every detail.
4,impartial,His <blank> advice had been sought by both sides.
4,impartial,The <blank> tone had been hard to maintain.
4,impartial,She had remained <blank> throughout.
4,impartial,The <blank> verdict had been accepted.
4,impassive,She had kept her face <blank>.
4,impassive,The <blank> expression had given nothing away.
4,impassive,His <blank> manner had been unnerving.
4,impassive,The <blank> mask had slipped only once.
4,impassive,She had remained <blank> during the cross-examination.
4,impassive,The <blank> audience had sat in silence.
4,impassive,His <blank> response had been a shrug.
4,impassive,The <blank> guard had nodded once.
4,impassive,She had found his <blank> demeanour cold.
4,impassive,The <blank> stare had been returned.
4,impeccable,She had had <blank> manners.
4,impeccable,The <blank> timing had been noted.
4,impeccable,His <blank> record had been his defence.
4,impeccable,The <blank> logic had been hard to fault.
4,impeccable,She had maintained <blank> standards.
4,impeccable,The <blank> behaviour had been expected.
4,impeccable,His <blank> taste had been admired.
4,impeccable,The <blank> credentials had been checked.
4,impeccable,She had found his French <blank>.
4,impeccable,The <blank> performance had brought applause.
4,impecunious,The <blank> student had relied on grants.
4,impecunious,She had been <blank> but proud.
4,impecunious,His <blank> state had been temporary.
4,impecunious,The <blank> artist had struggled for years.
4,impecunious,She had helped many <blank> families.
4,impecunious,The <blank> nobleman had sold his estate.
4,impecunious,His <blank> condition had been well known.
4,impecunious,The <blank> poet had died in obscurity.
4,impecunious,She had been <blank> when they had met.
4,impecunious,The <blank> period had been formative.
4,imperative,It had been <blank> that they act at once.
4,imperative,She had felt the <blank> need to speak.
4,imperative,His <blank> tone had brooked no argument.
4,imperative,The <blank> had been clear to all.
4,imperative,She had used the <blank> mood in her letter.
4,imperative,The <blank> demand had been met.
4,imperative,His <blank> manner had been off-putting.
4,imperative,The <blank> nature of the situation had been stressed.
4,imperative,She had found it <blank> to leave.
4,imperative,The <blank> had been obeyed.
4,imperceptible,The <blank> change had gone unnoticed.
4,imperceptible,She had made an <blank> nod.
4,imperceptible,His <blank> smile had been fleeting.
4,imperceptible,The <blank> shift had been documented.
4,imperceptible,She had felt an <blank> movement.
4,imperceptible,The <blank> difference had been measurable only with instruments.
4,imperceptible,His <blank> progress had been steady.
4,imperceptible,The <blank> transition had been smooth.
4,imperceptible,She had noticed the <blank> change in the light.
4,imperceptible,The <blank> slope had been treacherous.
4,imperious,She had been put off by his <blank> manner.
4,imperious,The <blank> tone had ended the discussion.
4,imperious,His <blank> demand had been refused.
4,imperious,The <blank> gesture had been a wave of the hand.
4,imperious,She had found her <blank> attitude hard to bear.
4,imperious,The <blank> knock had echoed in the hall.
4,imperious,His <blank> nature had been his downfall.
4,imperious,The <blank> look had silenced the room.
4,imperious,She had been accused of <blank> behaviour.
4,imperious,The <blank> command had been obeyed at once.
4,impermeable,The <blank> coat had kept her dry.
4,impermeable,She had found the material <blank> to water.
4,impermeable,His <blank> defence had held firm.
4,impermeable,The <blank> layer had been added last.
4,impermeable,She had chosen an <blank> fabric.
4,impermeable,The <blank> barrier had been effective.
4,impermeable,His <blank> attitude had frustrated her.
4,impermeable,The <blank> surface had repelled the paint.
4,impermeable,She had made the wall <blank>.
4,impermeable,The <blank> membrane had been tested.
4,impervious,She had been <blank> to his charm.
4,impervious,The <blank> armour had withstood every blow.
4,impervious,His <blank> manner had put people off.
4,impervious,The <blank> surface had shed the rain.
4,impervious,She had remained <blank> to criticism.
4,impervious,The <blank> rock had blocked the tunnel.
4,impervious,His <blank> expression had given nothing away.
4,impervious,The <blank> coating had been applied.
4,impervious,She had found him <blank> to reason.
4,impervious,The <blank> wall had surrounded the garden.
4,impetuous,The <blank> decision had been regretted.
4,impetuous,She had been known for her <blank> nature.
4,impetuous,His <blank> act had cost him dearly.
4,impetuous,The <blank> youth had rushed in.
4,impetuous,She had tried to curb her <blank> streak.
4,impetuous,The <blank> purchase had emptied her account.
4,impetuous,His <blank> proposal had been accepted.
4,impetuous,The <blank> charge had been repelled.
4,impetuous,She had been too <blank> for her own good.
4,impetuous,The <blank> remark had slipped out.
4,implausible,The <blank> story had been dismissed.
4,implausible,She had found the excuse <blank>.
4,implausible,His <blank> claim had been investigated.
4,implausible,The <blank> plot had ruined the film.
4,implausible,She had rejected the <blank> explanation.
4,implausible,The <blank> coincidence had been noted.
4,implausible,His <blank> alibi had been torn apart.
4,implausible,The <blank> scenario had been discussed.
4,implausible,She had thought the idea <blank>.
4,implausible,The <blank> denouement had disappointed many.
4,implicitly,She had <blank> agreed by staying silent.
4,implicitly,The <blank> trust had been broken.
4,implicitly,His <blank> criticism had been clear.
4,implicitly,The <blank> understanding had been there for years.
4,implicitly,She had <blank> accepted the terms.
4,implicitly,The <blank> threat had been understood.
4,implicitly,His <blank> approval had been assumed.
4,implicitly,The <blank> promise had been kept.
4,implicitly,She had <blank> relied on his support.
4,implicitly,The <blank> message had been received.
4,impoverished,The <blank> family had been helped by the parish.
4,impoverished,She had grown up in an <blank> area.
4,impoverished,His <blank> childhood had shaped him.
4,impoverished,The <blank> soil had yielded little.
4,impoverished,She had worked among the <blank>.
4,impoverished,The <blank> condition had been widespread.
4,impoverished,His <blank> state had been temporary.
4,impoverished,The <blank> region had been neglected.
4,impoverished,She had written about the <blank> masses.
4,impoverished,The <blank> vocabulary had limited his expression.
4,impregnated,The wood had been <blank> with preservative.
4,impregnated,She had used <blank> cloth for the wound.
4,impregnated,His position had been <blank> with danger.
4,impregnated,The <blank> material had been tested.
4,impregnated,She had found the fortress <blank>.
4,impregnated,The <blank> paper had repelled moisture.
4,impregnated,His mind had been <blank> with the idea.
4,impregnated,The <blank> timber had lasted for decades.
4,impregnated,She had <blank> the bandage with antiseptic.
4,impregnated,The <blank> defence had held.
4,imprudent,The <blank> investment had cost him everything.
4,imprudent,She had warned against the <blank> step.
4,imprudent,His <blank> remark had been overheard.
4,imprudent,The <blank> decision had been reversed too late.
4,imprudent,She had been accused of <blank> behaviour.
4,imprudent,The <blank> choice had been regretted.
4,imprudent,His <blank> disclosure had caused the leak.
4,imprudent,The <blank> move had been criticised.
4,imprudent,She had found it <blank> to refuse.
4,imprudent,The <blank> risk had been taken.
4,impudence,The <blank> of the child had shocked her.
4,impudence,She had been taken aback by his <blank>.
4,impudence,His <blank> had known no bounds.
4,impudence,The <blank> had been punished.
4,impudence,She had tolerated the <blank> for too long.
4,impudence,The <blank> had been met with silence.
4,impudence,His <blank> had been characteristic.
4,impudence,The <blank> had been reported to the head.
4,impudence,She had been shocked by the <blank>.
4,impudence,The <blank> had been breathtaking.
4,impudent,The <blank> reply had earned a detention.
4,impudent,She had found his <blank> manner offensive.
4,impudent,His <blank> remark had been overheard.
4,impudent,The <blank> child had been sent from the room.
4,impudent,She had been shocked by the <blank> suggestion.
4,impudent,The <blank> grin had said it all.
4,impudent,His <blank> behaviour had been noted.
4,impudent,The <blank> tone had been uncalled for.
4,impudent,She had been <blank> in her youth.
4,impudent,The <blank> answer had been struck from the record.
4,inaccurate,The <blank> report had been corrected.
4,inaccurate,She had been accused of <blank> reporting.
4,inaccurate,His <blank> memory had been challenged.
4,inaccurate,The <blank> figure had been quoted everywhere.
4,inaccurate,She had found the description <blank>.
4,inaccurate,The <blank> statement had been withdrawn.
4,inaccurate,His <blank> account had been disproved.
4,inaccurate,The <blank> translation had misled many.
4,inaccurate,She had apologised for the <blank> information.
4,inaccurate,The <blank> claim had been retracted.
4,inadequate,The <blank> supply had caused rationing.
4,inadequate,She had found the response <blank>.
4,inadequate,His <blank> preparation had been obvious.
4,inadequate,The <blank> facilities had been criticised.
4,inadequate,She had been paid an <blank> wage.
4,inadequate,The <blank> excuse had been rejected.
4,inadequate,His <blank> performance had been noted.
4,inadequate,The <blank> lighting had made reading difficult.
4,inadequate,She had felt <blank> to the task.
4,inadequate,The <blank> provision had been highlighted.
4,inadvertently,She had <blank> left the door unlocked.
4,inadvertently,The <blank> omission had been corrected.
4,inadvertently,His <blank> remark had caused offence.
4,inadvertently,The <blank> disclosure had been embarrassing.
4,inadvertently,She had <blank> deleted the file.
4,inadvertently,The <blank> insult had been unintended.
4,inadvertently,His <blank> contribution had been significant.
4,inadvertently,The <blank> error had been caught in time.
4,inadvertently,She had <blank> revealed the secret.
4,inadvertently,The <blank> breach had been reported.
4,inattentive,The <blank> pupil had been reprimanded.
4,inattentive,She had been <blank> during the briefing.
4,inattentive,His <blank> driving had caused the accident.
4,inattentive,The <blank> audience had missed the point.
4,inattentive,She had found him <blank> to her needs.
4,inattentive,The <blank> guard had been dismissed.
4,inattentive,His <blank> manner had been noted.
4,inattentive,The <blank> reader had skipped the crucial paragraph.
4,inattentive,She had been <blank> and had missed the turn.
4,inattentive,The <blank> servant had been replaced.
4,inaudible,The <blank> whisper had been lost in the wind.
4,inaudible,She had found his reply <blank>.
4,inaudible,The <blank> mutter had been ignored.
4,inaudible,His <blank> apology had been insufficient.
4,inaudible,The <blank> comment had been caught on the microphone.
4,inaudible,The <blank> signal had been strengthened.
4,inaudible,His <blank> voice had been due to the injury.
4,inaudible,The <blank> instruction had been repeated.
4,inaudible,She had made an <blank> remark.
4,inaudible,The <blank> protest had been noted.
4,inaugural,The <blank> speech had been well received.
4,inaugural,She had attended the <blank> ceremony.
4,inaugural,His <blank> season had been a success.
